100,4,0.245117,67
100,4,0.595648,709
100,4,0.126767,662
100,4,0.767314,783
100,4,0.242738,654
100,4,0.4813,740
100,4,0.863004,963
100,4,0.380079,1056
100,4,1.15767,922
100,4,1.50319,807
100,4,0.458514,833
100,4,1.13802,808
100,4,0.711628,753
100,4,0.391794,704
100,4,0.0284544,719
100,4,0.442256,621
100,4,0.722383,605
100,4,0.593638,649
100,4,0.705375,645
100,4,0.128005,608
100,4,0.409518,615
100,4,0.385906,680
100,4,0.469719,1156
100,4,0.201412,392
100,4,0.18522,301
100,4,0.847367,258
100,4,1.48454,266
100,4,0.289337,226
100,4,0.368213,207
100,4,0.405055,190
100,4,0.233862,239
100,4,0.488724,185
100,4,0.560399,190
100,4,0.565104,202
100,4,0.785814,178
100,4,0.283678,169
100,4,1.00267,194
100,4,0.0301287,173
100,4,0.401816,176
100,4,1.50228,164
100,4,1.25689,169
100,4,1.0463,168
100,4,0.917224,163
100,4,0.981583,171
100,4,0.644093,169
100,4,0.486814,171
100,4,1.25728,161
100,4,0.245637,154
100,4,0.52855,178
100,4,0.398574,173
100,4,1.52755,147
100,4,0.0881869,168
100,4,0.20399,156
100,4,0.04385,145
100,4,0.737319,155
100,4,0.0920145,170
100,4,0.289526,174
100,4,0.343897,155
100,4,1.03249,148
100,4,0.419547,154
100,4,0.186472,155
100,4,0.314052,153
100,4,0.138233,205
100,4,0.51594,169
100,4,0.410834,162
100,4,0.599243,159
100,4,1.08278,145
100,4,0.211554,151
100,4,0.714948,147
100,4,0.401427,140
100,4,0.791628,143
100,4,0.100107,145
100,4,0.360174,144
100,4,0.626008,146
100,4,0.341462,139
100,4,2.14011,153
100,4,0.650732,146
100,4,0.799826,138
100,4,0.729039,146
100,4,0.397336,137
100,4,0.292635,144
100,4,0.0307573,143
100,4,0.553912,138
100,4,0.299264,149
100,4,1.03011,145
100,4,0.80657,141
100,4,0.489043,149
100,4,0.0816444,138
100,4,0.944329,143
100,4,0.208228,145
100,4,0.706926,137
100,4,0.481455,142
100,4,0.360537,144
100,4,0.758968,140
100,4,0.373825,149
100,4,1.32609,136
100,4,1.07247,147
100,4,1.06812,141
100,4,0.326986,135
100,4,0.637547,140
100,4,0.619214,141
500,4,1.06137,135
500,4,0.0888159,2124
500,4,0.0688382,2053
500,4,0.230388,2111
500,4,0.0993476,2103
500,4,0.117858,1970
500,4,0.434554,2062
500,4,0.305216,2193
500,4,0.20083,1984
500,4,0.194613,2099
500,4,0.192638,2118
500,4,0.260427,2965
500,4,0.267542,3431
500,4,0.0214448,2648
500,4,0.250789,2567
500,4,0.163956,2563
500,4,0.509389,2455
500,4,0.13785,2500
500,4,0.20276,2410
500,4,0.163378,2544
500,4,0.193976,2511
500,4,0.0481323,2438
500,4,0.270137,2487
500,4,0.214266,2503
500,4,0.14218,2372
500,4,0.328176,2496
500,4,0.189626,2382
500,4,0.196622,2505
500,4,0.141949,2490
500,4,0.113999,2394
500,4,0.12524,2547
500,4,0.140772,2509
500,4,0.0388966,2403
500,4,0.19842,2597
500,4,0.320471,2411
500,4,0.379854,2568
500,4,0.313395,2516
500,4,0.143897,2468
500,4,0.324704,2539
500,4,0.180956,2540
500,4,0.0745603,2446
500,4,0.185075,2425
500,4,0.0747213,2385
500,4,0.303606,2529
500,4,0.0188355,2561
500,4,0.379386,2423
500,4,0.312219,2581
500,4,0.280347,2635
500,4,0.208952,2513
500,4,0.13293,2556
500,4,0.212781,2486
500,4,0.0709829,2549
500,4,0.160548,2549
500,4,0.0976032,2441
500,4,0.144687,2548
500,4,0.286743,2544
500,4,0.245903,2469
500,4,0.220816,2592
500,4,0.0849235,2418
500,4,0.138494,2654
500,4,0.269232,2638
500,4,0.388134,2484
500,4,0.17776,2560
500,4,0.310784,2624
500,4,0.285091,2469
500,4,0.175935,2580
500,4,0.194345,2439
500,4,0.229668,2570
500,4,0.183558,2573
500,4,0.282772,2424
500,4,0.0801335,2578
500,4,0.309951,2543
500,4,0.657767,2419
500,4,0.199085,2629
500,4,0.091961,2553
500,4,0.0901881,3192
500,4,0.10096,3030
500,4,0.334241,2901
500,4,0.227711,2640
500,4,0.138322,2629
500,4,0.182108,2514
500,4,0.212809,2612
500,4,0.148548,2470
500,4,0.26556,2603
500,4,0.413083,2699
500,4,0.142803,3059
500,4,0.276861,3409
500,4,0.0643209,3383
500,4,0.288734,3611
500,4,0.29382,4127
500,4,0.342474,3965
500,4,0.0504494,2966
500,4,0.254313,2732
500,4,0.176198,3136
500,4,0.362546,4939
500,4,0.0157911,3726
500,4,0.104127,3415
500,4,0.106764,3469
500,4,0.144302,4030
500,4,0.0938351,3301
500,4,0.10843,3254
1000,4,0.229986,2575
1000,4,0.183214,8333
1000,4,0.121136,7916
1000,4,0.361972,7507
1000,4,0.264899,7805
1000,4,0.118659,7441
1000,4,0.0330211,7732
1000,4,0.128359,8395
1000,4,0.0564539,7960
1000,4,0.167498,7823
1000,4,0.0410187,7754
1000,4,0.261281,7401
1000,4,0.171905,7793
1000,4,0.36743,7364
1000,4,0.124668,7679
1000,4,0.215091,7998
1000,4,0.0521819,8035
1000,4,0.369106,9367
1000,4,0.329229,7802
1000,4,0.121242,7599
1000,4,0.257803,7775
1000,4,0.123481,7316
1000,4,0.0959142,7698
1000,4,0.362853,7719
1000,4,0.0146893,7315
1000,4,0.248057,7714
1000,4,0.208766,7675
1000,4,0.0496408,11305
1000,4,0.063298,7992
1000,4,0.245047,7358
1000,4,0.169751,8343
1000,4,0.034532,7919
1000,4,0.0791487,7385
1000,4,0.0758577,7735
1000,4,0.0721163,7699
1000,4,0.17911,8095
1000,4,0.105125,8458
1000,4,0.139655,8446
1000,4,0.143305,9166
1000,4,0.242831,9840
1000,4,0.104862,8279
1000,4,0.184136,9526
1000,4,0.117762,9771
1000,4,0.137292,8874
1000,4,0.145523,11411
1000,4,0.218963,8887
1000,4,0.0889305,11904
1000,4,0.261492,9193
1000,4,0.179136,7534
1000,4,0.169244,7801
1000,4,0.106191,7764
1000,4,0.194456,7391
1000,4,0.175223,7744
1000,4,0.296624,7370
1000,4,0.085012,7823
1000,4,0.362626,7841
1000,4,0.195107,7490
1000,4,0.289844,7773
1000,4,0.0912985,7740
1000,4,0.191058,7347
1000,4,0.0578516,7724
1000,4,0.324138,7357
1000,4,0.164442,7722
1000,4,0.202494,7737
1000,4,0.105768,7469
1000,4,0.232129,7772
1000,4,0.0956602,7697
1000,4,0.157043,7342
1000,4,0.0450982,8052
1000,4,0.126381,7402
1000,4,0.0425896,7722
1000,4,0.28387,7795
1000,4,0.224085,7387
1000,4,0.192968,7775
1000,4,0.06372,7709
1000,4,0.0911541,8058
1000,4,0.174839,9604
1000,4,0.154242,7639
1000,4,0.0576957,7812
1000,4,0.051328,8077
1000,4,0.115798,9481
1000,4,0.171667,8643
1000,4,0.0465662,7789
1000,4,0.152583,7414
1000,4,0.265607,7862
1000,4,0.0937266,7425
1000,4,0.251283,7813
1000,4,0.288412,7749
1000,4,0.263203,7464
1000,4,0.169438,7957
1000,4,0.206335,7831
1000,4,0.234689,7442
1000,4,0.247362,7774
1000,4,0.255848,7579
1000,4,0.379257,7779
1000,4,0.16443,7792
1000,4,0.0808978,7396
1000,4,0.133644,7749
1000,4,0.269791,7749
1000,4,0.196841,7374
1000,4,0.0638858,7728
250,1,0.110173,7344
250,1,0.0465758,257
250,1,0.35739,278
250,1,0.571672,257
250,1,0.0455434,262
250,1,0.286576,280
250,1,0.123412,287
250,1,0.0184658,292
250,1,0.140589,292
250,1,0.115997,294
250,1,0.0271248,329
